stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
87,0.5,1.5,99.0310268998146,,99.01527479989454,99.0310268998146,99.51471219980158,99.51471219980158,99.53118869988248,99.81451889988966,100.25054589984939,left,-1.5,1,1,0.733310499927029,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
88,0.5,1.5,100.26435679988936,,100.25083949998952,100.26435679988936,100.76401349995285,100.76401349995285,100.76401349995285,101.06381409987807,101.31440119980834,right,1.5,1,1,0.5463286000303924,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
89,0.5,1.0,101.33078709989786,,101.31467909994535,101.33078709989786,101.81411789986305,101.81411789986305,101.83089109999128,102.1139911999926,103.04828689992428,right,1.0,1,1,1.2307086999062449,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
90,0.5,1.0,103.06350929988548,,103.04855189984664,103.06350929988548,103.56383139989339,103.56383139989339,103.56383139989339,103.86354139982723,104.165255199885,right,1.0,1,1,0.599435499869287,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
91,0.5,1.0,104.1801357998047,,104.165540299844,104.1801357998047,104.68052919977345,104.68052919977345,104.68052919977345,104.98048999998719,105.61459929984994,right,1.0,1,1,0.9279206001665443,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
92,0.5,1.0,105.63055899995379,,105.61498459987342,105.63055899995379,106.13018689979799,106.13018689979799,106.13018689979799,106.43018939998001,106.84567119996063,right,1.0,1,1,0.71247319993563,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
93,0.5,1.0,106.86180399986915,,106.84583139978349,106.86180399986915,107.34509469987825,107.34509469987825,107.36207209993154,107.64581299992278,107.84939539991319,right,1.0,1,1,0.5027476998511702,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
94,0.5,1.0,107.8628464997746,,107.84968709992245,107.8628464997746,108.36347089987248,108.36347089987248,108.36347089987248,108.66297169984318,108.91342939995229,right,1.0,1,1,0.5418634000234306,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
95,0.5,1.0,108.92847889987752,,108.91370309982449,108.92847889987752,109.41254169982858,109.41254169982858,109.42945709987544,109.71304039983079,110.56322719994932,right,1.0,0,0,1.1408991001080722,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
96,0.5,1.5,110.57959809992462,,110.5635190999601,110.57959809992462,111.06283569987863,111.06283569987863,111.07928379997611,111.36323339981027,111.76474369992502,right,1.5,1,1,0.6993416999466717,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
97,0.5,1.5,111.77933169994503,,111.76504129986279,111.77933169994503,112.27905949996784,112.27905949996784,112.27905949996784,112.57981329993345,112.63091959990561,right,1.5,0,0,0.3492876999080181,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
98,0.5,2.0,112.64568149996921,,112.63120999978855,112.64568149996921,113.1456449998077,113.1456449998077,113.1456449998077,113.4460932998918,113.81208559987135,right,2.0,1,1,0.6612801000010222,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
99,0.5,2.0,113.827287199907,,113.81232669996098,113.827287199907,114.31206759996712,114.31206759996712,114.329057399882,114.61238399986178,114.77975209988654,left,-2.0,1,1,0.4529357000719756,554322,001,2025-09-02_17h30.28.649,staircase,,2025.1.1,60.100885344697375,2025-09-02 17h30.29.870478 +0530,
