trials,lightbox,correctkey,trialtype,block,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,start_key.started,instructions.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,resp.started,fixation.stopped,circle1.started,circle2.started,circle3.started,circle4.started,trial.stopped,accuracy,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,thanks.started,thank.started,end_key.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
25,1,f,learn,1,98,18,1,f,1,1.576444000005722,None,1,18,98,24,179.53100950003136,,,,,,,,,179.51773530000355,179.53100950003136,179.61466870002914,180.5314818000188,180.51491160003934,180.51491160003934,180.51491160003934,180.51491160003934,181.19866670004558,1,f,1,1.576444000005722,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
52,2,j,learn,2,99,19,1,h,0,1.4127278999658301,None,1,19,99,51,181.2142530999845,,,,,,,,,181.2010860000737,181.2142530999845,181.3140684000682,182.21458290005103,182.21458290005103,182.21458290005103,182.21458290005103,182.21458290005103,182.73147280002013,0,h,0,1.4127278999658301,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
1,4,f,learn,1,100,20,1,j,0,2.1257965000113472,None,1,20,100,0,182.74747090006713,,,,,,,,,182.7338912000414,182.74747090006713,182.83071370003745,183.74772820004728,183.73095480003394,183.73095480003394,183.73095480003394,183.73095480003394,184.96479009999894,0,j,0,2.1257965000113472,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
64,2,j,learn,2,101,21,1,g,0,1.63739779999014,None,1,21,101,63,184.98052330000792,,,,,,,,,184.96733910008334,184.98052330000792,185.0805058000842,185.98023500002455,185.98023500002455,185.98023500002455,185.98023500002455,185.98023500002455,186.7310838000849,0,g,0,1.63739779999014,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
39,3,h,learn,1,102,22,1,h,1,1.6416271000634879,None,1,22,102,38,186.74674149998464,,,,,,,,,186.73355050000828,186.74674149998464,186.83023660001345,187.74706249998417,187.74706249998417,187.74706249998417,187.74706249998417,187.74706249998417,188.48072190000676,1,h,1,1.6416271000634879,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
61,3,f,learn,2,103,23,1,h,0,1.495679899933748,None,1,23,103,60,188.49671880004462,,,,,,,,,188.48299150005914,188.49671880004462,188.5799569999799,189.49628510000184,189.49628510000184,189.49628510000184,189.49628510000184,189.49628510000184,190.08051740005612,0,h,0,1.495679899933748,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
13,1,f,learn,1,104,24,1,f,1,1.7758802000898868,None,1,24,104,12,190.09655310004018,,,,,,,,,190.08302540006116,190.09655310004018,190.1797051000176,191.09652710007504,191.09652710007504,191.09652710007504,191.09652710007504,191.09652710007504,191.96363250003196,1,f,1,1.7758802000898868,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
36,3,j,learn,1,105,25,1,h,0,1.615803400054574,None,1,25,105,35,191.97922129998915,,,,,,,,,191.96591530006845,191.97922129998915,192.0793471999932,192.9794998000143,192.9794998000143,192.9794998000143,192.9794998000143,192.9794998000143,193.69639020005707,0,h,0,1.615803400054574,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
58,1,g,learn,2,106,26,1,f,0,1.8177908000070602,None,1,26,106,57,193.7123570999829,,,,,,,,,193.69894430006389,193.7123570999829,193.7957503000507,194.71264040004462,194.69596200005617,194.69596200005617,194.69596200005617,194.69596200005617,195.62959100003354,0,f,0,1.8177908000070602,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
6,4,g,learn,1,107,27,1,j,0,1.5282926999498159,None,1,27,107,5,195.6452924000332,,,,,,,,,195.63215780002065,195.6452924000332,195.7284587000031,196.64557970000897,196.62877170008142,196.62877170008142,196.62877170008142,196.62877170008142,197.26273259997834,0,j,0,1.5282926999498159,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
8,2,j,learn,1,108,28,1,g,0,2.8326497999951243,None,1,28,108,7,197.27848900004756,,,,,,,,,197.26516670000274,197.27848900004756,197.3619514000602,198.27867020003032,198.27867020003032,198.27867020003032,198.27867020003032,198.27867020003032,200.2123504000483,0,g,0,2.8326497999951243,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
30,2,g,learn,1,109,29,1,g,1,1.7552382999565452,None,1,29,109,29,200.22799190005753,,,,,,,,,200.21470520005096,200.22799190005753,200.3279949000571,201.22802240005694,201.22802240005694,201.22802240005694,201.22802240005694,201.22802240005694,202.09528830007184,1,g,1,1.7552382999565452,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
72,1,j,learn,2,110,30,1,f,0,1.532083599944599,None,1,30,110,71,202.111154000042,,,,,,,,,202.09777410002425,202.111154000042,202.19452920008916,203.1112838999834,203.1112838999834,203.1112838999834,203.1112838999834,203.1112838999834,203.72812089999206,0,f,0,1.532083599944599,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
34,4,g,learn,1,111,31,1,h,0,1.4517514000181109,None,1,31,111,33,203.74432320008054,,,,,,,,,203.7305179000832,203.74432320008054,203.8275425999891,204.74429090006743,204.7275930000469,204.7275930000469,204.7275930000469,204.7275930000469,205.29478070000187,0,h,0,1.4517514000181109,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
32,3,j,learn,1,112,32,1,h,0,1.6792768000159413,None,1,32,112,31,205.31049970001914,,,,,,,,,205.29718460002914,205.31049970001914,205.3939292000141,206.3107756000245,206.3107756000245,206.3107756000245,206.3107756000245,206.3107756000245,207.0777988000773,0,h,0,1.6792768000159413,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
43,2,h,learn,2,113,33,1,f,0,1.6440085000358522,None,1,33,113,42,207.09380660008173,,,,,,,,,207.08026090008207,207.09380660008173,207.17698650003877,208.09378820005804,208.0771111000795,208.0771111000795,208.0771111000795,208.0771111000795,208.82763960002922,0,f,0,1.6440085000358522,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
15,4,h,learn,1,114,34,1,j,0,1.8167459000833333,None,1,34,114,14,208.8435058000032,,,,,,,,,208.82997259998228,208.8435058000032,208.9266920000082,209.8435609000735,209.8435609000735,209.8435609000735,209.8435609000735,209.8435609000735,210.76068270008545,0,j,0,1.8167459000833333,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
56,3,j,learn,2,115,35,1,h,0,2.4655329999513924,None,1,35,115,55,210.77646570000798,,,,,,,,,210.76314649998676,210.77646570000798,210.8761860000668,211.776549500064,211.776549500064,211.776549500064,211.776549500064,211.776549500064,213.3433828999987,0,h,0,2.4655329999513924,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
12,4,j,learn,1,116,36,1,j,1,4.368053199956194,None,1,36,116,11,213.35922270000447,,,,,,,,,213.3457955000922,213.35922270000447,213.45942970004398,214.3593665000517,214.34275930002332,214.34275930002332,214.34275930002332,214.34275930002332,217.8428688000422,1,j,1,4.368053199956194,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
37,4,f,learn,1,117,37,1,j,0,1.6428648000583053,None,1,37,117,36,217.85856140009128,,,,,,,,,217.84520530002192,217.85856140009128,217.9420558999991,218.85874569998123,218.85874569998123,218.85874569998123,218.85874569998123,218.85874569998123,219.59247510007117,0,j,0,1.6428648000583053,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
28,2,j,learn,1,118,38,1,g,0,2.0906729000853375,None,1,38,118,27,219.6080772000132,,,,,,,,,219.5947847000789,219.6080772000132,219.69150519999675,220.60839980002493,220.59187000000384,220.59187000000384,220.59187000000384,220.59187000000384,221.79218910005875,0,g,0,2.0906729000853375,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
49,4,f,learn,2,119,39,1,j,0,1.6790007000090554,None,1,39,119,48,221.80794580001384,,,,,,,,,221.79502010007855,221.80794580001384,221.90807340003084,222.80793990008533,222.80793990008533,222.80793990008533,222.80793990008533,222.80793990008533,223.59206510009244,0,j,0,1.6790007000090554,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
20,4,j,learn,1,120,40,1,j,1,1.844353700056672,None,1,40,120,19,223.60777190001681,,,,,,,,,223.59438800008502,223.60777190001681,223.7077914000256,224.60790410009213,224.60790410009213,224.60790410009213,224.60790410009213,224.60790410009213,225.55832419998478,1,j,1,1.844353700056672,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
27,3,h,learn,1,121,41,1,h,1,1.628375800093636,None,1,41,121,26,225.5740278000012,,,,,,,,,225.56109219999053,225.5740278000012,225.65735930006485,226.57407820003573,226.57407820003573,226.57407820003573,226.57407820003573,226.57407820003573,227.29140149999876,1,h,1,1.628375800093636,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
55,2,h,learn,2,122,42,1,g,0,1.7941905999323353,None,1,42,122,54,227.30708790000062,,,,,,,,,227.29374560003635,227.30708790000062,227.40722380008083,228.30728369997814,228.30728369997814,228.30728369997814,228.30728369997814,228.30728369997814,229.20769469998777,0,g,0,1.7941905999323353,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
65,2,f,learn,2,123,43,1,g,0,1.6510257000336424,None,1,43,123,64,229.22326850006357,,,,,,,,,229.2100126000587,229.22326850006357,229.30692430003546,230.2234274999937,230.20698790007737,230.20698790007737,230.20698790007737,230.20698790007737,230.97400919999927,0,g,0,1.6510257000336424,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
47,1,h,learn,2,124,44,1,f,0,1.5688513999339193,None,1,44,124,46,230.98989610001445,,,,,,,,,230.97633880004287,230.98989610001445,231.07311120000668,231.99009370000567,231.99009370000567,231.99009370000567,231.99009370000567,231.99009370000567,232.65725200006273,0,f,0,1.5688513999339193,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
60,1,j,learn,2,125,45,1,f,0,1.8214476000284776,None,1,45,125,59,232.6728747000452,,,,,,,,,232.65972180000972,232.6728747000452,232.77296570001636,233.67300170008093,233.67300170008093,233.67300170008093,233.67300170008093,233.67300170008093,234.606561099994,0,f,0,1.8214476000284776,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
54,4,g,learn,2,126,46,1,j,0,2.733045700006187,None,1,46,126,53,234.6224865000695,,,,,,,,,234.60779979999643,234.6224865000695,234.70606090000365,235.62275930005126,235.60615350003354,235.60615350003354,235.60615350003354,235.60615350003354,237.45641490002163,0,j,0,2.733045700006187,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
75,1,h,learn,2,127,47,1,f,0,1.7770796000258997,None,1,47,127,74,237.4722273000516,,,,,,,,,237.4588315000292,237.4722273000516,237.572122600046,238.47228270000778,238.47228270000778,238.47228270000778,238.47228270000778,238.47228270000778,239.35533080005553,0,f,0,1.7770796000258997,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
50,2,g,learn,2,128,48,1,g,1,5.296157500008121,None,1,48,128,49,239.37171720003244,,,,,,,,,239.35604870005045,239.37171720003244,239.455289500067,240.37183880002704,240.35535730002448,240.35535730002448,240.35535730002448,240.35535730002448,244.7551603000611,1,g,1,5.296157500008121,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
78,1,g,learn,2,129,49,1,f,0,2.0359387000789866,None,1,49,129,77,244.77095770009328,,,,,,,,,244.75807360000908,244.77095770009328,244.87084180000238,245.77085950004403,245.7546008999925,245.7546008999925,245.7546008999925,245.7546008999925,246.92150260007475,0,f,0,2.0359387000789866,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
21,2,f,learn,1,130,50,1,g,0,1.7008419000776485,None,1,50,130,20,246.9374454000499,,,,,,,,,246.9239169000648,246.9374454000499,247.02057809999678,247.9374436000362,247.92084370006341,247.92084370006341,247.92084370006341,247.92084370006341,248.7382194000529,0,g,0,1.7008419000776485,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
80,1,j,learn,2,131,51,1,f,0,1.666186699992977,None,1,51,131,79,248.75366859999485,,,,,,,,,248.74071829998866,248.75366859999485,248.8538411000045,249.7537715000799,249.7537715000799,249.7537715000799,249.7537715000799,249.7537715000799,250.5376928000478,0,f,0,1.666186699992977,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
57,3,f,learn,2,132,52,1,h,0,1.7446089000441134,None,1,52,132,56,250.55357390001882,,,,,,,,,250.54011639999226,250.55357390001882,250.6368688000366,251.55362100002822,251.55362100002822,251.55362100002822,251.55362100002822,251.55362100002822,252.38739669998176,0,h,0,1.7446089000441134,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
17,2,f,learn,1,133,53,1,g,0,1.5056900000199676,None,1,53,133,16,252.403186700074,,,,,,,,,252.3897169000702,252.403186700074,252.48657120007556,253.40307070000563,253.40307070000563,253.40307070000563,253.40307070000563,253.40307070000563,254.0038863000227,0,g,0,1.5056900000199676,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
38,2,g,learn,1,134,54,1,g,1,1.5908542999532074,None,1,54,134,37,254.0194873000728,,,,,,,,,254.0064247000264,254.0194873000728,254.11962270003278,255.01969600003213,255.01969600003213,255.01969600003213,255.01969600003213,255.01969600003213,255.7198835000163,1,g,1,1.5908542999532074,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
67,3,h,learn,2,135,55,1,h,1,1.9597780000185594,None,1,55,135,66,255.73578290001024,,,,,,,,,255.7208537000697,255.73578290001024,255.81932870007586,256.73604940006044,256.71929350006394,256.71929350006394,256.71929350006394,256.71929350006394,257.7864432000788,1,h,1,1.9597780000185594,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
19,1,h,learn,1,136,56,1,f,0,1.7823372000129893,None,1,56,136,18,257.8020867999876,,,,,,,,,257.7888224000344,257.8020867999876,257.8857183000073,258.80250790005084,258.80250790005084,258.80250790005084,258.80250790005084,258.80250790005084,259.66926670004614,0,f,0,1.7823372000129893,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
14,4,g,learn,1,137,57,1,j,0,1.661674400093034,None,1,57,137,13,259.6854092000285,,,,,,,,,259.67159030004404,259.6854092000285,259.7685320000164,260.68558709998615,260.6686641999986,260.6686641999986,260.6686641999986,260.6686641999986,261.43542330001947,0,j,0,1.661674400093034,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
23,2,h,learn,1,138,58,1,g,0,2.4650631999829784,None,1,58,138,22,261.4518621000461,,,,,,,,,261.4361101000104,261.4518621000461,261.5350062000798,262.4519434000831,262.4350612000562,262.4350612000562,262.4350612000562,262.4350612000562,264.0020572000649,0,g,0,2.4650631999829784,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
44,4,j,learn,2,139,59,1,j,1,1.9055716000730172,None,1,59,139,43,264.0175345999887,,,,,,,,,264.00551280006766,264.0175345999887,264.10142339998856,265.01807970006485,265.01807970006485,265.01807970006485,265.01807970006485,265.01807970006485,266.01842660002876,1,j,1,1.9055716000730172,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
48,1,j,learn,2,140,60,1,f,0,1.7276206000242382,None,1,60,140,47,266.03439669997897,,,,,,,,,266.0207366000395,266.03439669997897,266.1177064999938,267.0345322000794,267.0177908000769,267.0177908000769,267.0177908000769,267.0177908000769,267.85100040002726,0,f,0,1.7276206000242382,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
45,1,f,learn,2,141,61,1,f,1,1.6029711000155658,None,1,61,141,44,267.86723010009155,,,,,,,,,267.85171990003437,267.86723010009155,267.9508035000181,268.86753719998524,268.85089230001904,268.85089230001904,268.85089230001904,268.85089230001904,269.5680575000588,1,f,1,1.6029711000155658,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
10,1,g,learn,1,142,62,1,f,0,1.6166393000166863,None,1,62,142,9,269.5838488000445,,,,,,,,,269.56977529998403,269.5838488000445,269.683853500057,270.58394390007015,270.58394390007015,270.58394390007015,270.58394390007015,270.58394390007015,271.3177004000172,0,f,0,1.6166393000166863,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
3,1,h,learn,1,143,63,1,f,0,1.5599242999451235,None,1,63,143,2,271.3336097000865,,,,,,,,,271.3199803000316,271.3336097000865,271.41689980006777,272.33331000001635,272.33331000001635,272.33331000001635,272.33331000001635,272.33331000001635,272.98354020004626,0,f,0,1.5599242999451235,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
18,1,g,learn,1,144,64,1,f,0,1.4115511999698356,None,1,64,144,17,272.99953390005976,,,,,,,,,272.9842343000928,272.99953390005976,273.0830496000126,273.9999493000796,273.9833921000827,273.9833921000827,273.9833921000827,273.9833921000827,274.5000623000087,0,f,0,1.4115511999698356,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
46,1,g,learn,2,145,65,1,f,0,1.6367678999667987,None,1,65,145,45,274.5160600000527,,,,,,,,,274.5018269000575,274.5160600000527,274.59959370002616,275.5162483000895,275.49970829999074,275.49970829999074,275.49970829999074,275.49970829999074,276.25089820008725,0,f,0,1.6367678999667987,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
74,3,g,learn,2,146,66,1,h,0,1.709999299957417,None,1,66,146,73,276.2659735000925,,,,,,,,,276.25319230009336,276.2659735000925,276.36575950006954,277.2661534000654,277.2661534000654,277.2661534000654,277.2661534000654,277.2661534000654,278.0832793000154,0,h,0,1.709999299957417,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
77,1,f,learn,2,147,67,1,f,1,2.128249100060202,None,1,67,147,76,278.0991269000806,,,,,,,,,278.08573020005133,278.0991269000806,278.18253099999856,279.09930780006107,279.09930780006107,279.09930780006107,279.09930780006107,279.09930780006107,280.3161814000923,1,f,1,2.128249100060202,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
41,2,f,learn,2,148,68,1,g,0,1.4829665999859571,None,1,68,148,40,280.33217090007383,,,,,,,,,280.318474000087,280.33217090007383,280.4321508000139,281.33215250005014,281.31549389997963,281.31549389997963,281.31549389997963,281.31549389997963,281.9319234000286,0,g,0,1.4829665999859571,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
35,1,h,learn,1,149,69,1,f,0,1.5954414999578148,None,1,69,149,34,281.9481100999983,,,,,,,,,281.93269300006796,281.9481100999983,282.03143309999723,282.94871999998577,282.9320755000226,282.9320755000226,282.9320755000226,282.9320755000226,283.63246490003075,0,f,0,1.5954414999578148,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
79,1,h,learn,2,150,70,1,f,0,1.5405751999933273,None,1,70,150,78,283.6483124999795,,,,,,,,,283.63474270002916,283.6483124999795,283.73164740006905,284.64829560008366,284.64829560008366,284.64829560008366,284.64829560008366,284.64829560008366,285.2822241000831,0,f,0,1.5405751999933273,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
53,2,f,learn,2,151,71,1,g,0,1.4328832000028342,None,1,71,151,52,285.29804510006215,,,,,,,,,285.2845317000756,285.29804510006215,285.38137620000634,286.2981813000515,286.2981813000515,286.2981813000515,286.2981813000515,286.2981813000515,286.8318876000121,0,g,0,1.4328832000028342,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
31,4,h,learn,1,152,72,1,j,0,1.7241838000481948,None,1,72,152,30,286.84763980004936,,,,,,,,,286.834225700004,286.84763980004936,286.9310655000154,287.84789420000743,287.84789420000743,287.84789420000743,287.84789420000743,287.84789420000743,288.66477730008774,0,j,0,1.7241838000481948,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
71,1,h,learn,2,153,73,1,f,0,1.6990978999529034,None,1,73,153,70,288.68055639998056,,,,,,,,,288.66705970000476,288.68055639998056,288.76412200008053,289.6808478999883,289.664189800038,289.664189800038,289.664189800038,289.664189800038,290.46443100005854,0,f,0,1.6990978999529034,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
68,3,j,learn,2,154,74,1,h,0,1.8444680999964476,None,1,74,154,67,290.48054940009024,,,,,,,,,290.46681700006593,290.48054940009024,290.5637313000625,291.4804298999952,291.46391120005865,291.46391120005865,291.46391120005865,291.46391120005865,292.41428850009106,0,h,0,1.8444680999964476,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
11,2,h,learn,1,155,75,1,g,0,1.4648483999771997,None,1,75,155,10,292.430233900086,,,,,,,,,292.41668540006503,292.430233900086,292.5133335000137,293.4303931000177,293.41350120003335,293.41350120003335,293.41350120003335,293.41350120003335,293.98053559998516,0,g,0,1.4648483999771997,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
22,3,g,learn,1,156,76,1,h,0,1.437402999959886,None,1,76,156,21,293.9965375000611,,,,,,,,,293.9828183000209,293.9965375000611,294.07999440003186,294.9965908000013,294.9800258000614,294.9800258000614,294.9800258000614,294.9800258000614,295.53045219997875,0,h,0,1.437402999959886,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
4,3,j,learn,1,157,77,1,h,0,1.405037899967283,None,1,77,157,3,295.54620059998706,,,,,,,,,295.5329761999892,295.54620059998706,295.6297484000679,296.5463949000696,296.5463949000696,296.5463949000696,296.5463949000696,296.5463949000696,297.0469852000242,0,h,0,1.405037899967283,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
26,4,g,learn,1,158,78,1,j,0,1.7724725999869406,None,1,78,158,25,297.0627393000759,,,,,,,,,297.04931260005105,297.0627393000759,297.1623939999845,298.06231100007426,298.06231100007426,298.06231100007426,298.06231100007426,298.06231100007426,298.9463676000014,0,j,0,1.7724725999869406,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
5,3,f,learn,1,159,79,1,h,0,1.74721329996828,None,1,79,159,4,298.96228590002283,,,,,,,,,298.9473474000115,298.96228590002283,299.04585550003685,299.96212959999684,299.9456261000596,299.9456261000596,299.9456261000596,299.9456261000596,300.7961936000502,0,h,0,1.74721329996828,None,,,,participant1,001,2025-11-19_13h55.49.048,Solo Project,,2025.1.1,60.01215845807546,2025-11-19 13h56.05.465379 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.7963809000794,300.81224090000615,300.81224090000615,,,,,,,,,
