reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
74,88,127,0,0,0,l,4.057465400081128,None,0,0,0,34,0.12320900009945035,,0.12096409988589585,0.12320900009945035,1.0009824999142438,1.0009824999142438,1.1342696999199688,5.076839899877086,l,4.057465400081128,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
150,209,271,1,1,0,l,0.6128899999894202,None,0,1,1,73,5.091182800009847,,5.087884899927303,5.091182800009847,6.083474500104785,6.083474500104785,6.100318599957973,6.701408900087699,l,0.6128899999894202,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
93,109,163,2,2,0,t,0.23937899991869926,None,0,2,2,44,6.716642299899831,,6.710756500018761,6.716642299899831,7.716626199893653,7.716626199893653,7.716626199893653,7.967615199973807,t,0.23937899991869926,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
171,275,313,3,3,0,l,0.24811069993302226,None,0,3,3,84,7.98326599993743,,7.973512100055814,7.98326599993743,8.966809900011867,8.966809900011867,8.983423399971798,9.217387000098825,l,0.24811069993302226,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
16,28,17,4,4,0,l,0.2669428000226617,None,0,4,4,4,9.232890200102702,,9.223245299886912,9.232890200102702,10.233114100061357,10.233114100061357,10.233114100061357,10.5174022000283,l,0.2669428000226617,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
155,183,283,5,5,0,t,0.2114647999405861,None,0,5,5,76,10.533423899905756,,10.523625399917364,10.533423899905756,11.533058600034565,11.533058600034565,11.533058600034565,11.750387799926102,t,0.2114647999405861,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
66,100,113,6,6,0,t,0.2639667000621557,None,0,6,6,30,11.766322799958289,,11.756373299984261,11.766322799958289,12.749712500022724,12.749712500022724,12.766281000105664,13.016297299880534,t,0.2639667000621557,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
43,67,67,7,7,0,l,1.4066172000020742,None,0,7,7,18,13.032673300011083,,13.021482599899173,13.032673300011083,14.016169500071555,14.016169500071555,14.032453200081363,15.432792299892753,l,1.4066172000020742,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
153,192,277,8,8,0,t,0.729678199859336,None,0,8,8,75,15.449046700028703,,15.438150099944323,15.449046700028703,16.432249899953604,16.432249899953604,16.44923930009827,17.166274199960753,t,0.729678199859336,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
14,20,17,9,9,0,l,0.45703109982423484,None,0,9,9,3,17.18219260009937,,17.17236729990691,17.18219260009937,18.16529650008306,18.16529650008306,18.181836900068447,18.63272810005583,l,0.45703109982423484,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
113,143,198,10,10,0,l,0.2953290999867022,None,0,10,10,54,18.648686799919233,,18.63888689992018,18.648686799919233,19.632004499901086,19.632004499901086,19.64842309989035,19.93175689992495,l,0.2953290999867022,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
53,64,88,11,11,0,t,0.5283569998573512,None,0,11,11,23,19.947905299952254,,19.935225599911064,19.947905299952254,20.930990899913013,20.930990899913013,20.94786680000834,21.464845000067726,t,0.5283569998573512,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
163,228,296,12,12,0,t,0.07804149994626641,None,0,12,12,80,21.480973300058395,,21.46846819994971,21.480973300058395,22.464458300033584,22.464458300033584,22.48144180001691,22.54803190007806,t,0.07804149994626641,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
72,101,123,13,13,0,t,0.23424720019102097,None,0,13,13,33,22.564435299951583,,22.550617800094187,22.564435299951583,23.548041600035504,23.548041600035504,23.56458940007724,23.79861170006916,t,0.23424720019102097,None,213762,001,2025-11-03_08h37.12.772,Tutorial 6,,2025.1.1,59.979331118728744,2025-11-03 08h37.17.012417 +0530,
