reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
179,227,326,56,56,0,t,0.6190510999877006,None,0,56,56,88,135.04040739987977,,135.02977410005406,135.04040739987977,136.0404670999851,136.0404670999851,136.0404670999851,136.67453150008805,t,0.6190510999877006,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
144,219,259,57,57,0,t,2.1778143998235464,None,0,57,57,70,136.69039270002395,,136.68106450000778,136.69039270002395,137.6898560000118,137.6898560000118,137.6898560000118,139.87385339988396,t,2.1778143998235464,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
72,101,123,58,58,0,t,0.6109742000699043,None,0,58,58,33,139.88987859990448,,139.8796699999366,139.88987859990448,140.8894402999431,140.8894402999431,140.8894402999431,141.50662430003285,t,0.6109742000699043,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
58,78,99,59,59,0,l,0.3403835000935942,None,0,59,59,26,141.52244150009938,,141.5140668998938,141.52244150009938,142.5061661999207,142.5061661999207,142.522550099995,142.8567999000661,l,0.3403835000935942,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
119,183,212,60,60,0,l,0.8283450999297202,None,0,60,60,57,142.87273290008307,,142.86276310007088,142.87273290008307,143.8558932999149,143.8558932999149,143.87244959990494,144.6892738000024,l,0.8283450999297202,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
126,155,225,61,61,0,l,2.2322601000778377,None,0,61,61,61,144.70569090009667,,144.69529649987817,144.70569090009667,145.68873320007697,145.68873320007697,145.70560640003532,147.92241459991783,l,2.2322601000778377,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
97,125,175,62,62,0,t,1.8154994000215083,None,0,62,62,46,147.9383308000397,,147.92834319989197,147.9383308000397,148.92157929996029,148.92157929996029,148.93833480007015,150.73873129999265,t,1.8154994000215083,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
16,28,17,63,63,0,t,2.471047400031239,None,0,63,63,4,150.75454190000892,,150.74448690004647,150.75454190000892,151.73805120005272,151.73805120005272,151.75457290001214,154.2215903000906,t,2.471047400031239,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
130,180,231,64,64,0,t,1.7980134000536054,None,0,64,64,63,154.23760510003194,,154.2269435999915,154.23760510003194,155.23726449999958,155.23726449999958,155.23726449999958,157.03754859999754,t,1.7980134000536054,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
136,176,243,65,65,0,t,4.299281799932942,None,0,65,65,66,157.05368559993804,,157.0436527999118,157.05368559993804,158.0371081000194,158.0371081000194,158.05357789993286,162.35332589992322,t,4.299281799932942,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
27,36,43,66,66,0,l,1.4329709000885487,None,0,66,66,10,162.3697365000844,,162.359615100082,162.3697365000844,163.35264670010656,163.35264670010656,163.36929300008342,164.80313399992883,l,1.4329709000885487,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
146,227,266,67,67,0,l,0.933642900083214,None,0,67,67,71,164.81922210007906,,164.80901399999857,164.81922210007906,165.80220180004835,165.80220180004835,165.81894130003639,166.7529345001094,l,0.933642900083214,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
95,137,168,68,68,0,t,1.7347512000706047,None,0,68,68,45,166.76892980001867,,166.7586596000474,166.76892980001867,167.7521561998874,167.7521561998874,167.7687411000952,169.50222050002776,t,1.7347512000706047,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
111,128,198,69,69,0,t,2.2406796000432223,None,0,69,69,53,169.51854100008495,,169.50809359992854,169.51854100008495,170.5013222999405,170.5013222999405,170.51839120010845,172.75185459991917,t,2.2406796000432223,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
12,17,12,70,70,0,t,1.4907998000271618,None,0,70,70,2,172.76805220008828,,172.75809310004115,172.76805220008828,173.75081090000458,173.75081090000458,173.76795329991728,175.25137760001235,t,1.4907998000271618,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
88,119,155,71,71,0,t,3.349516899790615,None,0,71,71,41,175.2676798000466,,175.25783849996515,175.2676798000466,176.25090650003403,176.25090650003403,176.26723770005628,179.61758449999616,t,3.349516899790615,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
177,227,324,72,72,0,l,1.4116076999343932,None,0,72,72,87,179.63336739991792,,179.62310760002583,179.63336739991792,180.6334015999455,180.6334015999455,180.6334015999455,182.0506303999573,l,1.4116076999343932,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
43,67,67,73,73,0,l,1.5490282999817282,None,0,73,73,18,182.06660920009017,,182.05762539990246,182.06660920009017,183.0661879000254,183.0661879000254,183.0661879000254,184.6166618000716,l,1.5490282999817282,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
8,14,7,74,74,0,t,2.9783691000193357,None,0,74,74,0,184.632595699979,,184.62302919989452,184.632595699979,185.6162020000629,185.6162020000629,185.63264849991538,188.59940250008367,t,2.9783691000193357,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
196,271,360,75,75,0,l,0.9092300001066178,None,0,75,75,97,188.61559000005946,,188.6058435998857,188.61559000005946,189.61509429989383,189.61509429989383,189.61509429989383,190.53245890000835,l,0.9092300001066178,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
25,41,35,76,76,0,l,0.6935630000662059,None,0,76,76,9,190.54831829993054,,190.5386518999003,190.54831829993054,191.54825389990583,191.54825389990583,191.54825389990583,192.24875340005383,l,0.6935630000662059,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
134,214,242,77,77,0,t,0.5868466999381781,None,0,77,77,65,192.2646882000845,,192.25447820010595,192.2646882000845,193.24809870007448,193.24809870007448,193.26485070004128,193.84852389991283,t,0.5868466999381781,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
76,113,134,78,78,0,t,0.5892484998330474,None,0,78,78,35,193.86470500007272,,193.85405840002932,193.86470500007272,194.84779369994067,194.84779369994067,194.86466139997356,195.4483056999743,t,0.5892484998330474,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
80,117,139,79,79,0,l,0.722907799994573,None,0,79,79,37,195.46447800006717,,195.45455019990914,195.46447800006717,196.4474033000879,196.4474033000879,196.4643166998867,197.18117989995517,l,0.722907799994573,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
62,80,108,80,80,0,t,0.6735332999378443,None,0,80,80,28,197.1974575999193,,197.18743179994635,197.1974575999193,198.18076290003955,198.18076290003955,198.19703210005537,198.864737899974,t,0.6735332999378443,None,899219,001,2025-11-03_08h44.58.830,Tutorial 6,,2025.1.1,59.987750477913615,2025-11-03 08h45.08.595333 +0530,
