trials,lightbox,correctkey,trialtype,block,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,start_key.started,instructions.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,resp.started,circle1.started,circle2.started,circle3.started,circle4.started,fixation.stopped,trial.stopped,accuracy,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,thanks.started,thank.started,end_key.started,thanks.stopped,end_key.keys,end_key.rt,end_key.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
65,2,f,learn,2,9,9,0,g,0,1.550020799972117,None,0,9,9,64,80.56606629997259,,,,,,,,,80.5521855999832,80.56606629997259,80.64983509999001,81.54979570000432,81.54979570000432,81.54979570000432,81.54979570000432,81.56631780002499,82.21662600000855,0,g,0,1.550020799972117,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
45,1,f,learn,2,10,10,0,f,1,1.340955599967856,None,0,10,10,44,82.23283539997647,,,,,,,,,82.21845260000555,82.23283539997647,82.31616930000018,83.21594580000965,83.21594580000965,83.21594580000965,83.21594580000965,83.23280270001851,83.66693790000863,1,f,1,1.340955599967856,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
50,2,g,learn,2,11,11,0,g,1,1.41647399996873,None,0,11,11,49,83.68257830000948,,,,,,,,,83.6687324999948,83.68257830000948,83.78266319999238,84.68261090002488,84.68261090002488,84.68261090002488,84.68261090002488,84.68261090002488,85.21683160000248,1,g,1,1.41647399996873,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
23,2,h,learn,1,12,12,0,g,0,1.8190063000074588,None,0,12,12,22,85.23243149998598,,,,,,,,,85.21860109997215,85.23243149998598,85.33245749998605,86.23244390002219,86.23244390002219,86.23244390002219,86.23244390002219,86.23244390002219,87.16613389999839,0,g,0,1.8190063000074588,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
11,2,h,learn,1,13,13,0,g,0,1.4333316000411287,None,0,13,13,10,87.18207310000435,,,,,,,,,87.16799579997314,87.18207310000435,87.26534490002086,88.16528620000463,88.16528620000463,88.16528620000463,88.16528620000463,88.18190450000111,88.69965530000627,0,g,0,1.4333316000411287,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
41,2,f,learn,2,14,14,0,g,0,1.424188300035894,None,0,14,14,40,88.71495819999836,,,,,,,,,88.7014323999756,88.71495819999836,88.81512430001749,89.71519870002521,89.71519870002521,89.71519870002521,89.71519870002521,89.71519870002521,90.24923449999187,0,g,0,1.424188300035894,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
75,1,h,learn,2,15,15,0,f,0,1.4431448000250384,None,0,15,15,74,90.26488289999543,,,,,,,,,90.25104479998117,90.26488289999543,90.34808119997615,91.26467280002544,91.26467280002544,91.26467280002544,91.26467280002544,91.26467280002544,91.79887499997858,0,f,0,1.4431448000250384,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
8,2,j,learn,1,16,16,0,g,0,1.4432460000389256,None,0,16,16,7,91.81463109998731,,,,,,,,,91.80065420002211,91.81463109998731,91.914629100007,92.8143900000141,92.8143900000141,92.8143900000141,92.8143900000141,92.8143900000141,93.36514980002539,0,g,0,1.4432460000389256,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
17,2,f,learn,1,17,17,0,g,0,1.3597042000037618,None,0,17,17,16,93.38112899998669,,,,,,,,,93.36733089998597,93.38112899998669,93.46428810001817,94.38079710002057,94.38079710002057,94.38079710002057,94.38079710002057,94.38079710002057,94.83192019996932,0,g,0,1.3597042000037618,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
66,3,g,learn,2,18,18,0,h,0,1.5639718999736942,None,0,18,18,65,94.84756490000291,,,,,,,,,94.83383730001515,94.84756490000291,94.94757499999832,95.84732910001185,95.84732910001185,95.84732910001185,95.84732910001185,95.84732910001185,96.51447589998133,0,h,0,1.5639718999736942,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
78,1,g,learn,2,19,19,0,f,0,1.5557210000115447,None,0,19,19,77,96.53064309997717,,,,,,,,,96.51623409998138,96.53064309997717,96.61386799998581,97.53053380001802,97.53053380001802,97.53053380001802,97.53053380001802,97.53053380001802,98.18096470000455,0,f,0,1.5557210000115447,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
28,2,j,learn,1,20,20,0,g,0,1.5066102999844588,None,0,20,20,27,98.19704609998735,,,,,,,,,98.18277389998548,98.19704609998735,98.28029309998965,99.18028839997714,99.18028839997714,99.18028839997714,99.18028839997714,99.19693819998065,99.79706900002202,0,g,0,1.5066102999844588,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
18,1,g,learn,1,21,21,0,f,0,1.6987364999949932,None,0,21,21,17,99.81325579999248,,,,,,,,,99.79848009999841,99.81325579999248,99.89681629999541,100.79641780001111,100.79641780001111,100.79641780001111,100.79641780001111,100.81295390002197,101.59713070001453,0,f,0,1.6987364999949932,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
53,2,f,learn,2,22,22,0,g,0,1.4703737000236288,None,0,22,22,52,101.61309170001186,,,,,,,,,101.59900849999394,101.61309170001186,101.69653389998712,102.59642919996986,102.59642919996986,102.59642919996986,102.59642919996986,102.61286479997216,103.18052380002337,0,g,0,1.4703737000236288,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
24,3,j,learn,1,23,23,0,h,0,1.5344450999982655,None,0,23,23,23,103.19624690001365,,,,,,,,,103.18251339998096,103.19624690001365,103.29616979998536,104.19613789999858,104.19613789999858,104.19613789999858,104.19613789999858,104.19613789999858,104.8469238000107,0,h,0,1.5344450999982655,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
7,4,h,learn,1,24,24,0,j,0,1.4258544000331312,None,0,24,24,6,104.86253320000833,,,,,,,,,104.84922590001952,104.86253320000833,104.94603950000601,105.8624610999832,105.8624610999832,105.8624610999832,105.8624610999832,105.8624610999832,106.3801220000023,0,j,0,1.4258544000331312,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
55,2,h,learn,2,25,25,0,f,0,1.6832962000044063,None,0,25,25,54,106.39575690001948,,,,,,,,,106.38193859998137,106.39575690001948,106.49566299997969,107.39571650000289,107.39571650000289,107.39571650000289,107.39571650000289,107.39571650000289,108.18011949997162,0,f,0,1.6832962000044063,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
58,1,g,learn,2,26,26,0,f,0,1.5621810000156984,None,0,26,26,57,108.19549080001889,,,,,,,,,108.18189790000906,108.19549080001889,108.29547760001151,109.19539720000466,109.19539720000466,109.19539720000466,109.19539720000466,109.19539720000466,109.86258790001739,0,f,0,1.5621810000156984,None,,,,,,,,participant2,001,2025-11-18_17h38.50.780,Solo Project,,2025.1.1,59.99854805202017,2025-11-18 17h39.08.695843 +0530,
