trials,lightbox,correctkey,trialtype,block,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,start_key.started,instructions.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,resp.started,circle1.started,circle2.started,circle3.started,circle4.started,fixation.stopped,trial.stopped,accuracy,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,thanks.started,thank.started,end_key.started,end_key.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
41,2,f,learn,2,14,14,0,g,0,1.6000117000075988,None,0,14,14,40,35.52001889998792,,,,,,,,,35.506140999961644,35.52001889998792,35.619920399971306,36.51992869999958,36.51992869999958,36.51992869999958,36.51992869999958,36.51992869999958,37.2377373999916,0,g,0,1.6000117000075988,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
64,2,j,learn,2,15,15,0,g,0,1.4801096000010148,None,0,15,15,63,37.25313339999411,,,,,,,,,37.23999609996099,37.25313339999411,37.35312729998259,38.25285429996438,38.25285429996438,38.25285429996438,38.25285429996438,38.25285429996438,38.8372556999675,0,g,0,1.4801096000010148,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
76,3,j,learn,2,16,16,0,h,0,1.612814399995841,None,0,16,16,75,38.85289499995997,,,,,,,,,38.83911539998371,38.85289499995997,38.95277419994818,39.85279709997121,39.85279709997121,39.85279709997121,39.85279709997121,39.85279709997121,40.57000909995986,0,h,0,1.612814399995841,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
9,1,f,learn,1,17,17,0,f,1,1.471864499966614,None,0,17,17,8,40.58594199997606,,,,,,,,,40.57180929998867,40.58594199997606,40.66906539996853,41.585822299995925,41.585822299995925,41.585822299995925,41.585822299995925,41.585822299995925,42.15255309996428,1,f,1,1.471864499966614,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
53,2,f,learn,2,18,18,0,g,0,1.5909087999607436,None,0,18,18,52,42.168970400001854,,,,,,,,,42.15365519997431,42.168970400001854,42.25233139999909,43.15216869994765,43.15216869994765,43.15216869994765,43.15216869994765,43.16888409998501,43.85300079995068,0,g,0,1.5909087999607436,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
36,3,j,learn,1,19,19,0,h,0,1.5793565000058152,None,0,19,19,35,43.868694599950686,,,,,,,,,43.85480229998939,43.868694599950686,43.95185779995518,44.868625499948394,44.868625499948394,44.868625499948394,44.868625499948394,44.868625499948394,45.535734199977014,0,h,0,1.5793565000058152,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
10,1,g,learn,1,20,20,0,f,0,1.3972735000425018,None,0,20,20,9,45.551671499968506,,,,,,,,,45.53852229996119,45.551671499968506,45.63516389997676,46.53489049995551,46.53489049995551,46.53489049995551,46.53489049995551,46.55159930000082,47.035554499947466,0,f,0,1.3972735000425018,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
60,1,j,learn,2,21,21,0,f,0,1.330415999982506,None,0,21,21,59,47.05163849995006,,,,,,,,,47.037788399960846,47.05163849995006,47.151433899998665,48.051531499950215,48.051531499950215,48.051531499950215,48.051531499950215,48.051531499950215,48.48540789994877,0,f,0,1.330415999982506,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
17,2,f,learn,1,22,22,0,g,0,3.7270757000078447,None,0,22,22,16,48.501242799975444,,,,,,,,,48.487205699959304,48.501242799975444,48.58482709998498,49.50127979996614,49.50127979996614,49.50127979996614,49.50127979996614,49.50127979996614,52.31772069999715,0,g,0,3.7270757000078447,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
52,2,j,learn,2,23,23,0,g,0,1.6723159000393935,None,0,23,23,51,52.334088299947325,,,,,,,,,52.31953249999788,52.334088299947325,52.41703549999511,53.31718620000174,53.31718620000174,53.31718620000174,53.31718620000174,53.33393989998149,54.101293199986685,0,g,0,1.6723159000393935,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
15,4,h,learn,1,24,24,0,j,0,1.629003099980764,None,0,24,24,14,54.11697519995505,,,,,,,,,54.10310659999959,54.11697519995505,54.21704429999227,55.11698189994786,55.11698189994786,55.11698189994786,55.11698189994786,55.11698189994786,55.851055999984965,0,j,0,1.629003099980764,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
59,4,h,learn,2,25,25,0,j,0,1.4488119999878109,None,0,25,25,58,55.86676599999191,,,,,,,,,55.852901199948974,55.86676599999191,55.949877799954265,56.866421599988826,56.866421599988826,56.866421599988826,56.866421599988826,56.866421599988826,57.399899199954234,0,j,0,1.4488119999878109,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
35,1,h,learn,1,26,26,0,f,0,1.6165389000088908,None,0,26,26,34,57.41595179995056,,,,,,,,,57.40102130000014,57.41595179995056,57.49945399997523,58.39933419995941,58.39933419995941,58.39933419995941,58.39933419995941,58.41579009999987,59.13305889995536,0,f,0,1.6165389000088908,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
31,4,h,learn,1,27,27,0,j,0,2.0089626999688335,None,0,27,27,30,59.149200699990615,,,,,,,,,59.13424879999366,59.149200699990615,59.23263889999362,60.13257049996173,60.13257049996173,60.13257049996173,60.13257049996173,60.14916329999687,61.24929789995076,0,j,0,2.0089626999688335,None,,,,,participant3,001,2025-11-18_21h52.37.768,Solo Project,,2025.1.1,60.0207311576905,2025-11-18 21h53.26.494375 +0530,
