trials,lightbox,correctkey,trialtype,block,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,start_key.started,instructions.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,resp.started,circle1.started,circle2.started,circle3.started,circle4.started,fixation.stopped,trial.stopped,accuracy,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,thanks.started,thank.started,end_key.started,end_key.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
28,2,j,learn,1,9,9,0,g,0,1.6389010999700986,None,0,9,9,27,27.480646900017746,,,,,,,,,27.46669929998461,27.480646900017746,27.56385420000879,28.463692000019364,28.463692000019364,28.463692000019364,28.463692000019364,28.480524000013247,29.214414399990346,0,g,0,1.6389010999700986,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
62,1,g,learn,2,10,10,0,f,0,1.8028044000384398,None,0,10,10,61,29.230385300004855,,,,,,,,,29.21610469999723,29.230385300004855,29.3137732000323,30.21393090003403,30.21393090003403,30.21393090003403,30.21393090003403,30.23045520001324,31.131084199994802,0,f,0,1.8028044000384398,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
2,2,g,learn,1,11,11,0,g,1,1.8244045000174083,None,0,11,11,1,31.146534600004088,,,,,,,,,31.13294580002548,31.146534600004088,31.246796199993696,32.146889800031204,32.146889800031204,32.146889800031204,32.146889800031204,32.146889800031204,33.08060260000639,1,g,1,1.8244045000174083,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
56,3,j,learn,2,12,12,0,h,0,2.125835700018797,None,0,12,12,55,33.096551500028,,,,,,,,,33.08241440000711,33.096551500028,33.179753400036134,34.0964436000213,34.0964436000213,34.0964436000213,34.0964436000213,34.0964436000213,35.313594400009606,0,h,0,2.125835700018797,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
19,1,h,learn,1,13,13,0,f,0,1.6134991999715567,None,0,13,13,18,35.32934659998864,,,,,,,,,35.31525099999271,35.32934659998864,35.412747299997136,36.329437499982305,36.329437499982305,36.329437499982305,36.329437499982305,36.329437499982305,37.030174700019415,0,f,0,1.6134991999715567,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
61,3,f,learn,2,14,14,0,h,0,2.0214793999912217,None,0,14,14,60,37.04595120000886,,,,,,,,,37.032013099989854,37.04595120000886,37.14580300002126,38.04593160003424,38.04593160003424,38.04593160003424,38.04593160003424,38.04593160003424,39.17962060001446,0,h,0,2.0214793999912217,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
45,1,f,learn,2,15,15,0,f,1,1.4859031999949366,None,0,15,15,44,39.19538950000424,,,,,,,,,39.18141150003066,39.19538950000424,39.27868660003878,40.19539150001947,40.19539150001947,40.19539150001947,40.19539150001947,40.19539150001947,40.77932289999444,1,f,1,1.4859031999949366,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
41,2,f,learn,2,16,16,0,g,0,1.6892503999988548,None,0,16,16,40,40.79519500001334,,,,,,,,,40.78187720000278,40.79519500001334,40.87851509999018,41.79508640000131,41.79508640000131,41.79508640000131,41.79508640000131,41.79508640000131,42.57905350002693,0,g,0,1.6892503999988548,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
12,4,j,learn,1,17,17,0,j,1,1.5038559000240639,None,0,17,17,11,42.5948985000141,,,,,,,,,42.58118670003023,42.5948985000141,42.67825749999611,43.578116599994246,43.578116599994246,43.578116599994246,43.578116599994246,43.59477940003853,44.1952115999884,1,j,1,1.5038559000240639,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
32,3,j,learn,1,18,18,0,h,0,1.7593113000039011,None,0,18,18,31,44.21135709999362,,,,,,,,,44.1970910000382,44.21135709999362,44.294671099982224,45.19454290001886,45.19454290001886,45.19454290001886,45.19454290001886,45.21121530001983,46.061940099985804,0,h,0,1.7593113000039011,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
65,2,f,learn,2,19,19,0,g,0,1.656271000043489,None,0,19,19,64,46.07737429998815,,,,,,,,,46.0637406000169,46.07737429998815,46.16109170002164,47.077550999994855,47.077550999994855,47.077550999994855,47.077550999994855,47.077550999994855,47.82807290001074,0,g,0,1.656271000043489,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
24,3,j,learn,1,20,20,0,h,0,1.6407084000529721,None,0,20,20,23,47.844052200031,,,,,,,,,47.8302405999857,47.844052200031,47.927203200000804,48.827267099986784,48.827267099986784,48.827267099986784,48.827267099986784,48.844005200022366,49.57791910000378,0,h,0,1.6407084000529721,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
14,4,g,learn,1,21,21,0,j,0,1.40542549995007,None,0,21,21,13,49.593840899993666,,,,,,,,,49.58020939998096,49.593840899993666,49.676926799991634,50.576981500023976,50.576981500023976,50.576981500023976,50.576981500023976,50.59376840002369,51.09440750000067,0,j,0,1.40542549995007,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
21,2,f,learn,1,22,22,0,g,0,1.4674592000083067,None,0,22,22,20,51.1102345000254,,,,,,,,,51.096280900004786,51.1102345000254,51.19357750000199,52.11009690002538,52.11009690002538,52.11009690002538,52.11009690002538,52.11009690002538,52.6773480999982,0,g,0,1.4674592000083067,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
30,2,g,learn,1,23,23,0,g,1,1.6238114000298083,None,0,23,23,29,52.693457400018815,,,,,,,,,52.679171100026,52.693457400018815,52.77662820002297,53.67656819999684,53.67656819999684,53.67656819999684,53.67656819999684,53.69336590002058,54.41050960001303,1,g,1,1.6238114000298083,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
51,1,h,learn,2,24,24,0,f,0,1.7640488999895751,None,0,24,24,50,54.42648279998684,,,,,,,,,54.412419500004034,54.42648279998684,54.50947490002727,55.40968939999584,55.40968939999584,55.40968939999584,55.40968939999584,55.426272200013045,56.27703280001879,0,f,0,1.7640488999895751,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
8,2,j,learn,1,25,25,0,g,0,1.6958077999879606,None,0,25,25,7,56.2928200000315,,,,,,,,,56.27880760002881,56.2928200000315,56.37602910003625,57.29276889999164,57.29276889999164,57.29276889999164,57.29276889999164,57.29276889999164,58.07613300002413,0,g,0,1.6958077999879606,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
37,4,f,learn,1,26,26,0,j,0,1.4078662000247277,None,0,26,26,36,58.0926305000321,,,,,,,,,58.078964499989524,58.0926305000321,58.1755145000061,59.07570380001562,59.07570380001562,59.07570380001562,59.07570380001562,59.092344200005755,59.59308110002894,0,j,0,1.4078662000247277,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
68,3,j,learn,2,27,27,0,h,0,1.5824170000269078,None,0,27,27,67,59.60892090003472,,,,,,,,,59.59489649999887,59.60892090003472,59.69219710002653,60.60889460000908,60.60889460000908,60.60889460000908,60.60889460000908,60.60889460000908,61.275690000038594,0,h,0,1.5824170000269078,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
52,2,j,learn,2,28,28,0,g,0,1.5845146999927238,None,0,28,28,51,61.2920895999996,,,,,,,,,61.2775166000356,61.2920895999996,61.37491830001818,62.27541599998949,62.27541599998949,62.27541599998949,62.27541599998949,62.29168110003229,62.975876400014386,0,g,0,1.5845146999927238,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
26,4,g,learn,1,29,29,0,j,0,1.441139500006102,None,0,29,29,25,62.99181269999826,,,,,,,,,62.97794920002343,62.99181269999826,63.074718500021845,63.97476640000241,63.97476640000241,63.97476640000241,63.97476640000241,63.9915989000001,64.5256245000055,0,j,0,1.441139500006102,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
60,1,j,learn,2,30,30,0,f,0,1.479070800007321,None,0,30,30,59,64.54152900003828,,,,,,,,,64.52743670000928,64.54152900003828,64.6246044000145,65.52469649998238,65.52469649998238,65.52469649998238,65.52469649998238,65.54135110002244,66.10903079999844,0,f,0,1.479070800007321,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
5,3,f,learn,1,31,31,0,h,0,1.531541699951049,None,0,31,31,4,66.12457859999267,,,,,,,,,66.1108505000011,66.12457859999267,66.22454500000458,67.12449379998725,67.12449379998725,67.12449379998725,67.12449379998725,67.12449379998725,67.75825780001469,0,h,0,1.531541699951049,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
47,1,h,learn,2,32,32,0,f,0,1.4746723999851383,None,0,32,32,46,67.77419440000085,,,,,,,,,67.7600712000276,67.77419440000085,67.85756199999014,68.75741349998862,68.75741349998862,68.75741349998862,68.75741349998862,68.77399650000734,69.34110960003454,0,f,0,1.4746723999851383,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
33,3,f,learn,1,33,33,0,h,0,1.6597158000222407,None,0,33,33,32,69.35710860003019,,,,,,,,,69.34288940002443,69.35710860003019,69.44069349998608,70.34078640001826,70.34078640001826,70.34078640001826,70.34078640001826,70.35708849999355,71.10802240000339,0,h,0,1.6597158000222407,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
11,2,h,learn,1,34,34,0,g,0,1.5765532999648713,None,0,34,34,10,71.12374250002904,,,,,,,,,71.1098883000086,71.12374250002904,71.20714569999836,72.12371190002887,72.12371190002887,72.12371190002887,72.12371190002887,72.12371190002887,72.79081829998177,0,g,0,1.5765532999648713,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
18,1,g,learn,1,35,35,0,f,0,1.5107390999910422,None,0,35,35,17,72.806893400033,,,,,,,,,72.79261639999459,72.806893400033,72.89005380001618,73.79013730003498,73.79013730003498,73.79013730003498,73.79013730003498,73.80680359998951,74.40708390000509,0,f,0,1.5107390999910422,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
57,3,f,learn,2,36,36,0,h,0,1.7257966000470333,None,0,36,36,56,74.42314840003382,,,,,,,,,74.40890290000243,74.42314840003382,74.50660289998632,75.42272450000746,75.42272450000746,75.42272450000746,75.42272450000746,75.42272450000746,76.24052380002104,0,h,0,1.7257966000470333,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
16,4,j,learn,1,37,37,0,j,1,1.4450110000325367,None,0,37,37,15,76.25626080000075,,,,,,,,,76.24236229999224,76.25626080000075,76.35634080000455,77.25611940003,77.25611940003,77.25611940003,77.25611940003,77.25611940003,77.80675430002157,1,j,1,1.4450110000325367,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
31,4,h,learn,1,38,38,0,j,0,1.4750108000007458,None,0,38,38,30,77.82270780002,,,,,,,,,77.80853899999056,77.82270780002,77.90608819999034,78.8060095999972,78.8060095999972,78.8060095999972,78.8060095999972,78.82259490003344,79.38968319998821,0,j,0,1.4750108000007458,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
13,1,f,learn,1,39,39,0,f,1,1.3951066000154242,None,0,39,39,12,79.40571760002058,,,,,,,,,79.39135789999273,79.40571760002058,79.48916460003238,80.38907650002511,80.38907650002511,80.38907650002511,80.38907650002511,80.40591060003499,80.88947809999809,1,f,1,1.3951066000154242,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
76,3,j,learn,2,40,40,0,h,0,1.6740160000044852,None,0,40,40,75,80.90555959998164,,,,,,,,,80.89158090000274,80.90555959998164,80.98891760001425,81.90544960001716,81.90544960001716,81.90544960001716,81.90544960001716,81.90544960001716,82.67267410003114,0,h,0,1.6740160000044852,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
80,1,j,learn,2,41,41,0,f,0,1.501188500027638,None,0,41,41,79,82.68851499998709,,,,,,,,,82.67444490001071,82.68851499998709,82.77180729998508,83.67172570002731,83.67172570002731,83.67172570002731,83.67172570002731,83.68852660001721,84.28927400003886,0,f,0,1.501188500027638,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
49,4,f,learn,2,42,42,0,j,0,1.4367908999556676,None,0,42,42,48,84.30508780002128,,,,,,,,,84.29111320001539,84.30508780002128,84.4047794000362,85.30492710002,85.30492710002,85.30492710002,85.30492710002,85.30492710002,85.8555367999943,0,j,0,1.4367908999556676,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
75,1,h,learn,2,43,43,0,f,0,1.4844178999774158,None,0,43,43,74,85.87141590000829,,,,,,,,,85.85730490001151,85.87141590000829,85.95458379999036,86.87120270001469,86.87120270001469,86.87120270001469,86.87120270001469,86.87120270001469,87.45514630002435,0,f,0,1.4844178999774158,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
42,2,g,learn,2,44,44,0,g,1,1.5145252000074834,None,0,44,44,41,87.47122400003718,,,,,,,,,87.45695950003574,87.47122400003718,87.55435029999353,88.45420640002703,88.45420640002703,88.45420640002703,88.45420640002703,88.47084289998747,89.07161430001725,1,g,1,1.5145252000074834,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
20,4,j,learn,1,45,45,0,j,1,1.3887095000245608,None,0,45,45,19,89.08767209999496,,,,,,,,,89.0733735000249,89.08767209999496,89.18765460001305,90.07083129999228,90.07083129999228,90.07083129999228,90.07083129999228,90.087589200004,90.58823250001296,1,j,1,1.3887095000245608,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
59,4,h,learn,2,46,46,0,j,0,1.3844920000410639,None,0,46,46,58,90.60395810002228,,,,,,,,,90.59010979998857,90.60395810002228,90.70407550001983,91.60404090001248,91.60404090001248,91.60404090001248,91.60404090001248,91.60404090001248,92.10468930000206,0,j,0,1.3844920000410639,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
36,3,j,learn,1,47,47,0,h,0,1.5025873000267893,None,0,47,47,35,92.12042059999658,,,,,,,,,92.10653410002124,92.12042059999658,92.20384810003452,93.12031610001577,93.12031610001577,93.12031610001577,93.12031610001577,93.12031610001577,93.72099880001042,0,h,0,1.5025873000267893,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
43,2,h,learn,2,48,48,0,f,0,1.3285282000433654,None,0,48,48,42,93.73691320000216,,,,,,,,,93.72273889998905,93.73691320000216,93.82017630001064,94.71979010000359,94.71979010000359,94.71979010000359,94.71979010000359,94.7368191999849,95.15424190001795,0,f,0,1.3285282000433654,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
40,1,j,learn,1,49,49,0,f,0,1.578738699958194,None,0,49,49,39,95.1699391999864,,,,,,,,,95.15618990000803,95.1699391999864,95.26985270000296,96.16981079999823,96.16981079999823,96.16981079999823,96.16981079999823,96.16981079999823,96.85378060000949,0,f,0,1.578738699958194,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
77,1,f,learn,2,50,50,0,f,1,1.4832864999771118,None,0,50,50,76,96.86965880001662,,,,,,,,,96.85559330001706,96.86965880001662,96.9534779000096,97.86953660001745,97.86953660001745,97.86953660001745,97.86953660001745,97.86953660001745,98.45375350001268,1,f,1,1.4832864999771118,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
27,3,h,learn,1,51,51,0,h,1,2.090805599989835,None,0,51,51,26,98.46938199998112,,,,,,,,,98.45550470001763,98.46938199998112,98.56940320000285,99.46929799998179,99.46929799998179,99.46929799998179,99.46929799998179,99.46929799998179,100.6699294000282,1,h,1,2.090805599989835,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
66,3,g,learn,2,52,52,0,h,0,1.4318637999822386,None,0,52,52,65,100.68585469998652,,,,,,,,,100.67172809998738,100.68585469998652,100.76903460000176,101.66897759999847,101.66897759999847,101.66897759999847,101.66897759999847,101.68562609999208,102.2028228000272,0,h,0,1.4318637999822386,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
44,4,j,learn,2,53,53,0,j,1,1.5132108999532647,None,0,53,53,43,102.21882070001448,,,,,,,,,102.20472580002388,102.21882070001448,102.30213120003464,103.20193809998455,103.20193809998455,103.20193809998455,103.20193809998455,103.21849010000005,103.81892729998799,1,j,1,1.5132108999532647,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
10,1,g,learn,1,54,54,0,f,0,1.6783122000051662,None,0,54,54,9,103.83525579998968,,,,,,,,,103.8206755000283,103.83525579998968,103.91843299998436,104.81851970002754,104.81851970002754,104.81851970002754,104.81851970002754,104.83505880000303,105.60252630000468,0,f,0,1.6783122000051662,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
15,4,h,learn,1,55,55,0,j,0,1.538125300023239,None,0,55,55,14,105.61818819999462,,,,,,,,,105.6042891999823,105.61818819999462,105.70170030003646,106.61809300002642,106.61809300002642,106.61809300002642,106.61809300002642,106.61809300002642,107.25200869998662,0,j,0,1.538125300023239,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
64,2,j,learn,2,56,56,0,g,0,1.5979770999983884,None,0,56,56,63,107.26803450001171,,,,,,,,,107.25476570002502,107.26803450001171,107.35167230002116,108.2515970999957,108.2515970999957,108.2515970999957,108.2515970999957,108.2679137000232,108.95214130001841,0,g,0,1.5979770999983884,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
78,1,g,learn,2,57,57,0,f,0,1.4191152999992482,None,0,57,57,77,108.96778260002611,,,,,,,,,108.95390500000212,108.96778260002611,109.0676439999952,109.96773560001748,109.96773560001748,109.96773560001748,109.96773560001748,109.96773560001748,110.50169649999589,0,f,0,1.4191152999992482,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
25,1,f,learn,1,58,58,0,f,1,2.1681025000289083,None,0,58,58,24,110.51740820001578,,,,,,,,,110.50348230003146,110.51740820001578,110.60085200000321,111.50090650003403,111.50090650003403,111.50090650003403,111.50090650003403,111.51743030000944,112.784395100025,1,f,1,2.1681025000289083,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
29,2,f,learn,1,59,59,0,g,0,1.6274803999694996,None,0,59,59,28,112.80061109998496,,,,,,,,,112.7868535000016,112.80061109998496,112.8840028999839,113.7840256000054,113.7840256000054,113.7840256000054,113.7840256000054,113.80050740001025,114.51809229998617,0,g,0,1.6274803999694996,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
54,4,g,learn,2,60,60,0,j,0,1.4564433000050485,None,0,60,60,53,114.53363540000282,,,,,,,,,114.51986719999695,114.53363540000282,114.63335160003044,115.53343940002378,115.53343940002378,115.53343940002378,115.53343940002378,115.53343940002378,116.10099820001051,0,j,0,1.4564433000050485,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
58,1,g,learn,2,61,61,0,f,0,1.7329510999843478,None,0,61,61,57,116.11662729998352,,,,,,,,,116.10280430002604,116.11662729998352,116.21635090000927,117.11658450000687,117.11658450000687,117.11658450000687,117.11658450000687,117.11658450000687,117.95063740003388,0,f,0,1.7329510999843478,None,,,,,participant4,001,2025-11-18_22h01.10.314,Solo Project,,2025.1.1,59.935329796068594,2025-11-18 22h01.49.288863 +0530,
