reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
45,71,73,81,81,0,l,2.5318751998711377,None,0,81,81,19,217.8819045999553,,217.87237839982845,217.8819045999553,218.86508689983748,218.86508689983748,218.88154189987108,221.3984472998418,l,2.5318751998711377,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
70,112,118,82,82,0,l,2.621533199911937,None,0,82,82,32,221.4146475000307,,221.4042058000341,221.4146475000307,222.39759329985827,222.39759329985827,222.41432780004106,225.0313029999379,l,2.621533199911937,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
173,214,312,83,83,0,l,6.134244700195268,None,0,83,83,85,225.04725709999911,,225.03810369991697,225.04725709999911,226.03070709994063,226.03070709994063,226.0471116998233,232.18042059987783,l,6.134244700195268,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
130,180,231,84,84,0,t,0.8157751001417637,None,0,84,84,63,232.1961858998984,,232.18925549997948,232.1961858998984,233.17950939992443,233.17950939992443,233.1958262999542,233.9966382998973,t,0.8157751001417637,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
142,194,259,85,85,0,t,1.1404866001103073,None,0,85,85,69,234.0126777999103,,234.00295579992235,234.0126777999103,234.9956882998813,234.9956882998813,235.01252170000225,236.14647259982303,t,1.1404866001103073,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
89,101,160,86,86,0,l,1.362765499856323,None,0,86,86,42,236.16234369995072,,236.15207259985618,236.16234369995072,237.16214179992676,237.16214179992676,237.16214179992676,238.52932629990391,l,1.362765499856323,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
37,51,57,87,87,0,l,1.320493800099939,None,0,87,87,15,238.54528969991952,,238.53626379999332,238.54528969991952,239.52847519982606,239.52847519982606,239.545095999958,240.86240109987557,l,1.320493800099939,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
105,143,187,88,88,0,t,1.4329470999073237,None,0,88,88,50,240.87806169991381,,240.86811099993065,240.87806169991381,241.8777578000445,241.8777578000445,241.8777578000445,243.32777149998583,t,1.4329470999073237,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
148,165,267,89,89,0,l,2.2182155000045896,None,0,89,89,72,243.3441526000388,,243.3312865998596,243.3441526000388,244.32722690002993,244.32722690002993,244.34377629985102,246.5609778999351,l,2.2182155000045896,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
165,241,298,90,90,0,l,1.2131581001449376,None,0,90,90,81,246.57718320004642,,246.56360939983279,246.57718320004642,247.56056070001796,247.56056070001796,247.57707079988904,248.7776254999917,l,1.2131581001449376,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
74,88,127,91,91,0,t,0.7663285001181066,None,0,91,91,34,248.79356569983065,,248.78421179996803,248.79356569983065,249.7764492998831,249.7764492998831,249.7934691000264,250.54373849998228,t,0.7663285001181066,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
171,275,313,92,92,0,l,1.4119775998406112,None,0,92,92,84,250.56000719987787,,250.54968279995956,250.56000719987787,251.54325370001607,251.54325370001607,251.55993169988506,252.96030569984578,l,1.4119775998406112,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
115,140,208,93,93,0,t,3.627660400001332,None,0,93,93,55,252.97631599986926,,252.9667600998655,252.97631599986926,253.95943080005236,253.95943080005236,253.97588959988207,257.5930208999198,t,3.627660400001332,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
144,219,259,94,94,0,t,1.009665299905464,None,0,94,94,70,257.60895320004784,,257.5989131999668,257.60895320004784,258.6087598998565,258.6087598998565,258.6087598998565,259.6259466998745,t,1.009665299905464,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
107,164,189,95,95,0,l,0.7209717000368983,None,0,95,95,51,259.6419959999621,,259.6333405999467,259.6419959999621,260.6251540000085,260.6251540000085,260.6416954998858,261.35929749999195,l,0.7209717000368983,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
8,14,7,96,96,0,t,0.7962291000876576,None,0,96,96,0,261.37499649985693,,261.3651168998331,261.37499649985693,262.3748234999366,262.3748234999366,262.3748234999366,263.17536349990405,t,0.7962291000876576,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
72,101,123,97,97,0,l,0.37205680017359555,None,0,97,97,33,263.1914297998883,,263.1818293000106,263.1914297998883,264.1740983000491,264.1740983000491,264.19113909988664,264.558719499968,l,0.37205680017359555,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
184,251,334,98,98,0,l,0.3667500000447035,None,0,98,98,91,264.5744323998224,,264.5644643998239,264.5744323998224,265.57423849985935,265.57423849985935,265.57423849985935,265.942009099992,l,0.3667500000447035,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
152,202,277,99,99,0,t,0.3182447000872344,None,0,99,99,74,265.95762719982304,,265.948487999849,265.95762719982304,266.9575124999974,266.9575124999974,266.9575124999974,267.2915053998586,t,0.3182447000872344,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
