reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
18,28,23,10,10,0,l,1.1902769999578595,None,0,10,10,5,25.911902299849316,,25.90159050002694,25.911902299849316,26.894979199860245,26.894979199860245,26.911535799968988,28.09576359996572,l,1.1902769999578595,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
64,83,111,11,11,0,t,0.6557362999301404,None,0,11,11,29,28.110947399865836,,28.1025701998733,28.110947399865836,29.11143509997055,29.11143509997055,29.11143509997055,29.778269599890336,t,0.6557362999301404,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
12,17,12,12,12,0,t,0.8563244000542909,None,0,12,12,2,29.79459819989279,,29.782611599890515,29.79459819989279,30.77784339990467,30.77784339990467,30.794422699837014,31.645081999944523,t,0.8563244000542909,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
183,259,331,13,13,0,t,1.2139812000095844,None,0,13,13,90,31.660854199901223,,31.65171919995919,31.660854199901223,32.6442005999852,32.6442005999852,32.660807699896395,33.86109160003252,t,1.2139812000095844,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
35,56,55,14,14,0,t,0.895774899981916,None,0,14,14,14,33.87683089985512,,33.86845049983822,33.87683089985512,34.86037919996306,34.86037919996306,34.8773080999963,35.76076709991321,t,0.895774899981916,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
196,271,360,15,15,0,l,0.306944000069052,None,0,15,15,97,35.777091399999335,,35.767477799905464,35.777091399999335,36.76003809995018,36.76003809995018,36.77700489992276,37.07755509996787,l,0.306944000069052,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
82,125,142,16,16,0,l,0.7642810998950154,None,0,16,16,38,37.093532299855724,,37.08388269995339,37.093532299855724,38.093256699852645,38.093256699852645,38.093256699852645,38.86035389988683,l,0.7642810998950154,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
169,270,309,17,17,0,t,0.4947722000069916,None,0,17,17,83,38.87660049996339,,38.8668130999431,38.87660049996339,39.85959420003928,39.85959420003928,39.87641459982842,40.3603003998287,t,0.4947722000069916,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
53,64,88,18,18,0,t,1.0941856000572443,None,0,18,18,23,40.37622159998864,,40.366006899857894,40.37622159998864,41.37626209994778,41.37626209994778,41.37626209994778,42.47671479987912,t,1.0941856000572443,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
194,234,355,19,19,0,l,0.9896146999672055,None,0,19,19,96,42.49275609990582,,42.48318560002372,42.49275609990582,43.475899499841034,43.475899499841034,43.492771999910474,44.47620139992796,l,0.9896146999672055,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
163,228,296,20,20,0,t,1.325547100044787,None,0,20,20,80,44.492290899856016,,44.48167419992387,44.492290899856016,45.47536399983801,45.47536399983801,45.49205009988509,46.809341500047594,t,1.325547100044787,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
14,20,17,21,21,0,t,1.1997275000903755,None,0,21,21,3,46.82541979989037,,46.815921999979764,46.82541979989037,47.8085199999623,47.8085199999623,47.82520870002918,49.00927439983934,t,1.1997275000903755,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
111,128,198,22,22,0,l,1.1505258998367935,None,0,22,22,53,49.02503410005011,,49.015340599929914,49.02503410005011,50.0248821999412,50.0248821999412,50.0248821999412,51.19190929993056,l,1.1505258998367935,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
97,125,175,23,23,0,l,1.7458124998956919,None,0,23,23,46,51.20764279994182,,51.19856469985098,51.20764279994182,52.19125619996339,52.19125619996339,52.20775890001096,53.94159969990142,l,1.7458124998956919,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
78,118,133,24,24,0,l,0.11794909997843206,None,0,24,24,36,53.957550399936736,,53.94690059986897,53.957550399936736,54.95728589990176,54.95728589990176,54.95728589990176,55.09129110001959,l,0.11794909997843206,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
91,110,163,25,25,0,l,1.2500573000870645,None,0,25,25,43,55.10758659988642,,55.09759239992127,55.10758659988642,56.090494700009,56.090494700009,56.10712890001014,57.35725459991954,l,1.2500573000870645,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
186,214,340,26,26,0,l,4.319032599916682,None,0,26,26,92,57.373491599923,,57.36242839996703,57.373491599923,58.35684589995071,58.35684589995071,58.37340599996969,62.69020659988746,l,4.319032599916682,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
157,202,282,27,27,0,t,3.758881000103429,None,0,27,27,77,62.706230300012976,,62.69646400003694,62.706230300012976,63.68952659983188,63.68952659983188,63.70569760003127,67.456250899937,t,3.758881000103429,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
43,67,67,28,28,0,t,2.391291899839416,None,0,28,28,18,67.47212479985319,,67.46253849985078,67.47212479985319,68.47195429983549,68.47195429983549,68.47195429983549,70.87208969984204,t,2.391291899839416,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
51,69,82,29,29,0,t,2.340734199853614,None,0,29,29,22,70.88825339986943,,70.87897029984742,70.88825339986943,71.87154729990289,71.87154729990289,71.88812989997678,74.22160809999332,t,2.340734199853614,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
10,16,7,30,30,0,t,7.030239399988204,None,0,30,30,1,74.23769279988483,,74.2277499998454,74.23769279988483,75.22098709992133,75.22098709992133,75.23779939999804,82.25352699984796,t,7.030239399988204,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
29,46,43,31,31,0,l,1.0470151999033988,None,0,31,31,11,82.269665800035,,82.26010079984553,82.269665800035,83.25290989992209,83.25290989992209,83.26936439983547,84.30355479987338,l,1.0470151999033988,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
150,209,271,32,32,0,t,1.3404087000526488,None,0,32,32,73,84.31949779996648,,84.30957649997436,84.31949779996648,85.30261350004002,85.30261350004002,85.31931129982695,86.65301449992694,t,1.3404087000526488,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
76,113,134,33,33,0,l,3.4498960999771953,None,0,33,33,35,86.66909139999188,,86.65964949992485,86.66909139999188,87.6524215999525,87.6524215999525,87.66864599986002,91.11922839982435,l,3.4498960999771953,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
101,164,176,34,34,0,l,1.2346425999421626,None,0,34,34,48,91.13519359985366,,91.1260242999997,91.13519359985366,92.13480090000667,92.13480090000667,92.13480090000667,93.3856488999445,l,1.2346425999421626,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
200,251,369,35,35,0,l,3.523910499876365,None,0,35,35,99,93.40098419995047,,93.39232790004462,93.40098419995047,94.40103079983965,94.40103079983965,94.40103079983965,97.93480010004714,l,3.523910499876365,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
117,187,206,36,36,0,t,1.117634000023827,None,0,36,36,56,97.95057259988971,,97.940470200032,97.95057259988971,98.93371409992687,98.93371409992687,98.95041279983707,100.0673846998252,t,1.117634000023827,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
124,188,225,37,37,0,t,0.718513400061056,None,0,37,37,60,100.0835196999833,,100.07620509993285,100.0835196999833,101.06661799992435,101.06661799992435,101.08313969988376,101.80078489985317,t,0.718513400061056,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
132,203,236,38,38,0,t,1.0058653999585658,None,0,38,38,64,101.81650419998914,,101.80653489986435,101.81650419998914,102.799662000034,102.799662000034,102.81657649995759,103.8172211998608,t,1.0058653999585658,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
119,183,212,39,39,0,t,1.9909719000570476,None,0,39,39,57,103.83282330003567,,103.82376709999517,103.83282330003567,104.83261989988387,104.83261989988387,104.83261989988387,106.8333562000189,t,1.9909719000570476,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
138,166,248,40,40,0,t,1.4940561999101192,None,0,40,40,67,106.8488451000303,,106.83938769996166,106.8488451000303,107.84864969993941,107.84864969993941,107.84864969993941,109.34941899986006,t,1.4940561999101192,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
155,183,283,41,41,0,t,1.6905624000355601,None,0,41,41,76,109.36554419994354,,109.35534699982964,109.36554419994354,110.34850129997358,110.34850129997358,110.36535019986331,112.04886620002799,t,1.6905624000355601,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
179,227,326,42,42,0,l,0.6797964998986572,None,0,42,42,88,112.06500569987111,,112.05469549982809,112.06500569987111,113.0482248000335,113.0482248000335,113.06493279989809,113.73265889985487,l,0.6797964998986572,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
109,136,197,43,43,0,t,0.7282853000797331,None,0,43,43,52,113.74805349996313,,113.73916570004076,113.74805349996313,114.7478090999648,114.7478090999648,114.7478090999648,115.48195749986917,t,0.7282853000797331,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
146,227,266,44,44,0,l,1.367660199990496,None,0,44,44,71,115.49756609997712,,115.48764749988914,115.49756609997712,116.48112279991619,116.48112279991619,116.49769530002959,117.86499789985828,l,1.367660199990496,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
99,136,175,45,45,0,l,0.8979235999286175,None,0,45,45,47,117.88082719990052,,117.8716213000007,117.88082719990052,118.8807079999242,118.8807079999242,118.8807079999242,119.78111450001597,l,0.8979235999286175,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
177,227,324,46,46,0,t,0.2580452999100089,None,0,46,46,87,119.79709779983386,,119.78725990001112,119.79709779983386,120.78040199982934,120.78040199982934,120.797007399844,121.04772349982522,t,0.2580452999100089,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
16,28,17,47,47,0,l,1.5517496999818832,None,0,47,47,4,121.06374139990658,,121.05505129997618,121.06374139990658,122.04657919984311,122.04657919984311,122.06357749993913,123.61380859999917,l,1.5517496999818832,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
126,155,225,48,48,0,t,2.743728999979794,None,0,48,48,61,123.63003470003605,,123.619759199908,123.63003470003605,124.62957219989039,124.62957219989039,124.62957219989039,127.37936539994553,t,2.743728999979794,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
192,241,353,49,49,0,t,1.6608683001250029,None,0,49,49,95,127.39549269992858,,127.38296990003437,127.39549269992858,128.37889749999158,128.37889749999158,128.39541019988246,130.04548369999975,t,1.6608683001250029,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
31,37,46,50,50,0,l,1.0842934001702815,None,0,50,50,12,130.0618104999885,,130.04818389983848,130.0618104999885,131.04505129996687,131.04505129996687,131.0616580999922,132.1452460999135,l,1.0842934001702815,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
33,58,52,51,51,0,l,3.3087956998497248,None,0,51,51,13,132.1615589999128,,132.1490581999533,132.1615589999128,133.1451503999997,133.1451503999997,133.1616662000306,136.46203409996815,l,3.3087956998497248,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
86,122,152,52,52,0,l,1.569951499812305,None,0,52,52,40,136.4777722998988,,136.46793020004407,136.4777722998988,137.47779030003585,137.47779030003585,137.47779030003585,139.06082129990682,l,1.569951499812305,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
190,299,345,53,53,0,t,0.32253070012666285,None,0,53,53,94,139.077032599831,,139.06524619995616,139.077032599831,140.06076200003736,140.06076200003736,140.0774272000417,140.39443879993632,t,0.32253070012666285,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
103,131,182,54,54,0,t,1.3793952001724392,None,0,54,54,49,140.41046789987013,,140.40001179999672,140.41046789987013,141.39360559987836,141.39360559987836,141.41035589994863,142.77768649999052,t,1.3793952001724392,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
47,74,79,55,55,0,t,1.4895738000050187,None,0,55,55,20,142.79369229986332,,142.7839947999455,142.79369229986332,143.79336599982344,143.79336599982344,143.79336599982344,145.2939589000307,t,1.4895738000050187,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
93,109,163,56,56,0,l,0.7602258999831975,None,0,56,56,44,145.30973930004984,,145.299821899971,145.30973930004984,146.2929064000491,146.2929064000491,146.309835099848,147.06018419982865,l,0.7602258999831975,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
198,322,365,57,57,0,t,2.6235438999719918,None,0,57,57,98,147.07629489991814,,147.06698290002532,147.07629489991814,148.0595124999527,148.0595124999527,148.07614749995992,150.69266359996982,t,2.6235438999719918,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
159,257,289,58,58,0,l,0.9054135999176651,None,0,58,58,78,150.70879299985245,,150.69840779993683,150.70879299985245,151.69218639982864,151.69218639982864,151.7088295998983,152.60935080004856,l,0.9054135999176651,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
167,219,305,59,59,0,t,1.2937606000341475,None,0,59,59,82,152.62551669985987,,152.61477439990267,152.62551669985987,153.6085490998812,153.6085490998812,153.62536960002035,154.90895850001834,t,1.2937606000341475,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
153,192,277,60,60,0,t,1.2189043001271784,None,0,60,60,75,154.92485750000924,,154.9147828000132,154.92485750000924,155.90826629986987,155.90826629986987,155.9247165999841,157.1420748999808,t,1.2189043001271784,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
140,174,252,61,61,0,t,0.8455749999266118,None,0,61,61,68,157.157817899948,,157.14829039992765,157.157817899948,158.14123319997452,158.14123319997452,158.1579290998634,158.99128800001927,t,0.8455749999266118,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
80,117,139,62,62,0,l,1.5617587000597268,None,0,62,62,37,159.00776960002258,,158.99755509989336,159.00776960002258,159.99081089999527,159.99081089999527,160.0077098000329,161.5578498998657,l,1.5617587000597268,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
66,100,113,63,63,0,l,1.52294410020113,None,0,63,63,30,161.57410009996966,,161.56467660004273,161.57410009996966,162.57374210003763,162.57374210003763,162.57374210003763,164.1074725999497,l,1.52294410020113,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
122,194,219,64,64,0,l,0.6461740999948233,None,0,64,64,59,164.12340609985404,,164.11327539989725,164.12340609985404,165.12319449987262,165.12319449987262,165.12319449987262,165.77377099986188,l,0.6461740999948233,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
128,202,228,65,65,0,t,0.8715506000444293,None,0,65,65,62,165.79010779992677,,165.7801029998809,165.79010779992677,166.77313619991764,166.77313619991764,166.78973319986835,167.65716780000366,t,0.8715506000444293,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
55,88,92,66,66,0,t,1.241169200045988,None,0,66,66,24,167.6729693999514,,167.66301659983583,167.6729693999514,168.67230079998262,168.67230079998262,168.67230079998262,169.9235335998237,t,1.241169200045988,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
22,31,32,67,67,0,l,1.2058278999757022,None,0,67,67,7,169.93920749984682,,169.930725999875,169.93920749984682,170.93908150005154,170.93908150005154,170.93908150005154,172.15634249988943,l,1.2058278999757022,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
39,49,64,68,68,0,l,1.4926142999902368,None,0,68,68,16,172.17227449989878,,172.1621536000166,172.17227449989878,173.15554379997775,173.15554379997775,173.17217579996213,174.6558596000541,l,1.4926142999902368,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
175,243,318,69,69,0,t,1.340461099985987,None,0,69,69,86,174.6720340999309,,174.6625651998911,174.6720340999309,175.67144259996712,175.67144259996712,175.67144259996712,177.02207880001515,t,1.340461099985987,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
20,35,26,70,70,0,t,3.4341810001060367,None,0,70,70,6,177.03789759986103,,177.0261529998388,177.03789759986103,178.02167749986984,178.02167749986984,178.03765819990076,181.471075899899,t,3.4341810001060367,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
161,207,290,71,71,0,l,1.8272450000513345,None,0,71,71,79,181.48736759996973,,181.4771155999042,181.48736759996973,182.47080669994466,182.47080669994466,182.48750769998878,184.3042982998304,l,1.8272450000513345,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
25,41,35,72,72,0,t,10.403836000012234,None,0,72,72,9,184.3203155999072,,184.31028099986725,184.3203155999072,185.30373839987442,185.30373839987442,185.32030160003342,195.7184397999663,t,10.403836000012234,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
95,137,168,73,73,0,l,1.8258857000619173,None,0,73,73,45,195.734737199964,,195.7214047999587,195.734737199964,196.7184448998887,196.7184448998887,196.73515859991312,198.55208719987422,l,1.8258857000619173,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
120,175,213,74,74,0,t,0.7345747998915613,None,0,74,74,58,198.56816140003502,,198.55814499990083,198.56816140003502,199.56807539984584,199.56807539984584,199.56807539984584,200.31876619998366,t,0.7345747998915613,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
27,36,43,75,75,0,l,2.349802100099623,None,0,75,75,10,200.33412539982237,,200.32640179991722,200.33412539982237,201.33432409982197,201.33432409982197,201.33432409982197,203.68526840000413,l,2.349802100099623,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
134,214,242,76,76,0,t,1.0667294000741094,None,0,76,76,65,203.70082939998247,,203.69024409982376,203.70082939998247,204.70050939987414,204.70050939987414,204.70050939987414,205.78437169990502,t,1.0667294000741094,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
62,80,108,77,77,0,t,2.3771387001033872,None,0,77,77,28,205.80040369997732,,205.79073609993793,205.80040369997732,206.8001910999883,206.8001910999883,206.8001910999883,209.18393839988858,t,2.3771387001033872,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
113,143,198,78,78,0,t,1.1718450000043958,None,0,78,78,54,209.19974739989266,,209.19006199995056,209.19974739989266,210.18293699994683,210.18293699994683,210.1995987999253,211.36663879989646,t,1.1718450000043958,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
188,237,342,79,79,0,l,2.7172495999839157,None,0,79,79,93,211.3825886999257,,211.37247719988227,211.3825886999257,212.36607840005308,212.36607840005308,212.3826390998438,215.09962560003623,l,2.7172495999839157,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
41,66,67,80,80,0,t,1.761376100126654,None,0,80,80,17,215.11552249989472,,215.10568589996547,215.11552249989472,216.09872649982572,216.09872649982572,216.11545719997957,217.86587930005044,t,1.761376100126654,None,654506,001,2025-11-03_08h40.11.936,Tutorial 6,,2025.1.1,60.000456034877985,2025-11-03 08h40.20.802971 +0530,
